LOCKER_ID,USER_ID,USER_TYPE
195.0,256.0,D
196.0,257.0,D
197.0,259.0,D
198.0,260.0,D
199.0,261.0,D
200.0,262.0,D
201.0,263.0,D
202.0,264.0,D
203.0,265.0,D
204.0,266.0,D
205.0,268.0,D
206.0,269.0,D
207.0,270.0,D
208.0,272.0,D
209.0,273.0,D
210.0,275.0,D
211.0,276.0,D
212.0,277.0,D
213.0,278.0,D
214.0,280.0,D
215.0,282.0,D
216.0,284.0,D
217.0,285.0,D
218.0,286.0,D
219.0,287.0,D
220.0,288.0,D
221.0,289.0,D
222.0,290.0,D
223.0,292.0,D
224.0,293.0,D
225.0,294.0,D
226.0,296.0,D
227.0,297.0,D
228.0,298.0,D
229.0,299.0,D
230.0,300.0,D
231.0,301.0,D
232.0,302.0,D
233.0,305.0,D
234.0,306.0,D
235.0,307.0,D
236.0,308.0,D
237.0,309.0,D
238.0,310.0,D
239.0,311.0,D
240.0,313.0,D
241.0,315.0,D
242.0,316.0,D
243.0,317.0,D
244.0,319.0,D
245.0,321.0,D
246.0,322.0,D
247.0,323.0,D
248.0,324.0,D
249.0,325.0,D
250.0,326.0,D
251.0,328.0,D
252.0,329.0,D
253.0,330.0,D
254.0,331.0,D
255.0,332.0,D
256.0,333.0,D
257.0,334.0,D
258.0,336.0,D
259.0,337.0,D
260.0,338.0,D
261.0,339.0,D
262.0,341.0,D
263.0,342.0,D
264.0,343.0,D
265.0,345.0,D
266.0,347.0,D
267.0,348.0,D
268.0,349.0,D
269.0,350.0,D
270.0,351.0,D
271.0,352.0,D
272.0,353.0,D
273.0,354.0,D
274.0,356.0,D
275.0,357.0,D
276.0,358.0,D
277.0,362.0,D
278.0,364.0,D
279.0,365.0,D
280.0,366.0,D
281.0,367.0,D
282.0,368.0,D
283.0,369.0,D
284.0,371.0,D
285.0,372.0,D
286.0,373.0,D
287.0,375.0,D
288.0,376.0,D
289.0,377.0,D
290.0,380.0,D
291.0,381.0,D
292.0,382.0,D
293.0,383.0,D
294.0,384.0,D
295.0,385.0,D
296.0,386.0,D
297.0,389.0,D
298.0,390.0,D
299.0,391.0,D
300.0,392.0,D
301.0,393.0,D
302.0,394.0,D
303.0,395.0,D
304.0,396.0,D
305.0,397.0,D
306.0,398.0,D
307.0,400.0,D
308.0,402.0,D
309.0,403.0,D
310.0,404.0,D
311.0,406.0,D
312.0,407.0,D
313.0,410.0,D
314.0,412.0,D
315.0,413.0,D
316.0,414.0,D
317.0,415.0,D
318.0,416.0,D
319.0,417.0,D
320.0,418.0,D
321.0,419.0,D
322.0,420.0,D
323.0,421.0,D
324.0,423.0,D
325.0,424.0,D
326.0,425.0,D
327.0,426.0,D
328.0,429.0,D
329.0,430.0,D
330.0,431.0,D
331.0,432.0,D
332.0,433.0,D
333.0,434.0,D
334.0,436.0,D
335.0,437.0,D
336.0,439.0,D
337.0,440.0,D
338.0,441.0,D
339.0,442.0,D
340.0,443.0,D
341.0,444.0,D
342.0,445.0,D
343.0,446.0,D
344.0,447.0,D
345.0,448.0,D
346.0,449.0,D
347.0,450.0,D
348.0,451.0,D
349.0,453.0,D
350.0,454.0,D
351.0,455.0,D
352.0,456.0,D
353.0,457.0,D
354.0,459.0,D
355.0,461.0,D
356.0,462.0,D
357.0,463.0,D
358.0,465.0,D
359.0,466.0,D
360.0,467.0,D
361.0,468.0,D
362.0,469.0,D
363.0,470.0,D
364.0,472.0,D
365.0,473.0,D
366.0,474.0,D
367.0,475.0,D
368.0,478.0,D
369.0,479.0,D
370.0,480.0,D
371.0,482.0,D
372.0,483.0,D
373.0,484.0,D
374.0,485.0,D
375.0,487.0,D
376.0,488.0,D
377.0,489.0,D
378.0,491.0,D
379.0,492.0,D
380.0,495.0,D
381.0,496.0,D
382.0,497.0,D
383.0,498.0,D
384.0,499.0,D
385.0,500.0,D
386.0,501.0,D
387.0,503.0,D
388.0,504.0,D
389.0,506.0,D
390.0,507.0,D
391.0,508.0,D
392.0,509.0,D
393.0,510.0,D
394.0,511.0,D
395.0,513.0,D
396.0,514.0,D
397.0,515.0,D
398.0,516.0,D
399.0,517.0,D
400.0,519.0,D
401.0,520.0,D
402.0,521.0,D
403.0,522.0,D
404.0,523.0,D
405.0,524.0,D
406.0,525.0,D
407.0,526.0,D
408.0,528.0,D
409.0,530.0,D
410.0,531.0,D
411.0,532.0,D
412.0,533.0,D
413.0,534.0,D
414.0,535.0,D
415.0,536.0,D
416.0,537.0,D
417.0,539.0,D
418.0,541.0,D
419.0,542.0,D
420.0,543.0,D
421.0,545.0,D
422.0,546.0,D
423.0,547.0,D
424.0,548.0,D
425.0,549.0,D
426.0,550.0,D
427.0,551.0,D
428.0,552.0,D
429.0,554.0,D
430.0,555.0,D
431.0,558.0,D
432.0,560.0,D
433.0,561.0,D
434.0,563.0,D
435.0,565.0,D
436.0,566.0,D
437.0,568.0,D
438.0,570.0,D
439.0,571.0,D
440.0,572.0,D
441.0,574.0,D
442.0,576.0,D
443.0,578.0,D
444.0,579.0,D
445.0,581.0,D
446.0,582.0,D
447.0,583.0,D
448.0,584.0,D
449.0,588.0,D
450.0,589.0,D
451.0,590.0,D
452.0,591.0,D
453.0,592.0,D
454.0,593.0,D
455.0,594.0,D
456.0,596.0,D
457.0,597.0,D
458.0,598.0,D
459.0,599.0,D
460.0,600.0,D
461.0,601.0,D
462.0,603.0,D
463.0,604.0,D
464.0,606.0,D
465.0,607.0,D
466.0,608.0,D
467.0,609.0,D
468.0,610.0,D
469.0,612.0,D
470.0,613.0,D
471.0,615.0,D
472.0,616.0,D
473.0,617.0,D
474.0,618.0,D
475.0,619.0,D
476.0,621.0,D
477.0,622.0,D
478.0,623.0,D
479.0,624.0,D
480.0,625.0,D
481.0,626.0,D
482.0,627.0,D
483.0,628.0,D
484.0,629.0,D
485.0,630.0,D
486.0,631.0,D
487.0,632.0,D
488.0,633.0,D
489.0,635.0,D
490.0,636.0,D
491.0,637.0,D
492.0,638.0,D
493.0,640.0,D
494.0,641.0,D
495.0,642.0,D
496.0,643.0,D
497.0,644.0,D
498.0,646.0,D
499.0,647.0,D
500.0,648.0,D
501.0,649.0,D
502.0,650.0,D
503.0,651.0,D
504.0,652.0,D
505.0,653.0,D
506.0,654.0,D
507.0,655.0,D
508.0,656.0,D
509.0,657.0,D
510.0,658.0,D
511.0,660.0,D
512.0,661.0,D
513.0,662.0,D
514.0,664.0,D
515.0,665.0,D
516.0,666.0,D
517.0,668.0,D
518.0,669.0,D
519.0,670.0,D
520.0,671.0,D
521.0,673.0,D
522.0,674.0,D
523.0,675.0,D
524.0,676.0,D
525.0,677.0,D
526.0,678.0,D
527.0,680.0,D
528.0,682.0,D
529.0,683.0,D
530.0,684.0,D
531.0,685.0,D
532.0,686.0,D
533.0,687.0,D
534.0,689.0,D
535.0,690.0,D
536.0,691.0,D
537.0,692.0,D
538.0,693.0,D
539.0,694.0,D
540.0,695.0,D
541.0,699.0,D
542.0,700.0,D
543.0,701.0,D
544.0,702.0,D
545.0,703.0,D
546.0,705.0,D
547.0,706.0,D
548.0,707.0,D
549.0,708.0,D
550.0,710.0,D
551.0,712.0,D
552.0,713.0,D
553.0,715.0,D
554.0,716.0,D
555.0,719.0,D
556.0,722.0,D
557.0,724.0,D
558.0,726.0,D
559.0,727.0,D
560.0,729.0,D
561.0,730.0,D
562.0,731.0,D
563.0,733.0,D
564.0,735.0,D
565.0,736.0,D
566.0,737.0,D
567.0,738.0,D
568.0,740.0,D
569.0,741.0,D
570.0,743.0,D
571.0,744.0,D
572.0,746.0,D
573.0,747.0,D
574.0,748.0,D
575.0,749.0,D
576.0,750.0,D
577.0,751.0,D
578.0,753.0,D
579.0,754.0,D
580.0,755.0,D
581.0,756.0,D
582.0,757.0,D
583.0,759.0,D
584.0,760.0,D
585.0,761.0,D
586.0,766.0,D
587.0,767.0,D
588.0,770.0,D
589.0,771.0,D
590.0,772.0,D
591.0,773.0,D
592.0,776.0,D
593.0,778.0,D
594.0,779.0,D
595.0,780.0,D
596.0,781.0,D
597.0,783.0,D
598.0,788.0,D
599.0,789.0,D
600.0,790.0,D
601.0,791.0,D
602.0,792.0,D
603.0,793.0,D
604.0,794.0,D
605.0,795.0,D
606.0,796.0,D
607.0,797.0,D
608.0,798.0,D
609.0,799.0,D
610.0,800.0,D
611.0,801.0,D
612.0,802.0,D
613.0,803.0,D
614.0,804.0,D
615.0,805.0,D
616.0,807.0,D
617.0,812.0,D
618.0,814.0,D
619.0,815.0,D
620.0,818.0,D
621.0,820.0,D
622.0,821.0,D
623.0,822.0,D
624.0,823.0,D
625.0,824.0,D
626.0,825.0,D
627.0,826.0,D
628.0,827.0,D
629.0,828.0,D
630.0,830.0,D
631.0,831.0,D
632.0,832.0,D
633.0,833.0,D
634.0,834.0,D
635.0,835.0,D
636.0,836.0,D
637.0,839.0,D
638.0,840.0,D
639.0,841.0,D
640.0,842.0,D
641.0,843.0,D
642.0,844.0,D
643.0,845.0,D
644.0,846.0,D
645.0,847.0,D
646.0,848.0,D
647.0,849.0,D
648.0,850.0,D
649.0,852.0,D
650.0,853.0,D
651.0,855.0,D
652.0,856.0,D
653.0,857.0,D
654.0,858.0,D
655.0,859.0,D
656.0,860.0,D
657.0,861.0,D
658.0,863.0,D
659.0,864.0,D
660.0,866.0,D
661.0,867.0,D
662.0,869.0,D
663.0,871.0,D
664.0,872.0,D
665.0,873.0,D
666.0,874.0,D
667.0,875.0,D
668.0,877.0,D
669.0,878.0,D
670.0,879.0,D
671.0,881.0,D
672.0,882.0,D
673.0,883.0,D
674.0,884.0,D
675.0,885.0,D
676.0,886.0,D
677.0,887.0,D
678.0,888.0,D
679.0,889.0,D
680.0,891.0,D
681.0,892.0,D
682.0,893.0,D
683.0,894.0,D
684.0,895.0,D
685.0,896.0,D
686.0,897.0,D
687.0,898.0,D
688.0,899.0,D
689.0,900.0,D
690.0,901.0,D
691.0,903.0,D
692.0,904.0,D
693.0,905.0,D
694.0,906.0,D
695.0,907.0,D
696.0,908.0,D
697.0,909.0,D
698.0,911.0,D
699.0,913.0,D
700.0,914.0,D
701.0,916.0,D
702.0,917.0,D
703.0,919.0,D
704.0,920.0,D
705.0,922.0,D
706.0,923.0,D
707.0,924.0,D
708.0,925.0,D
709.0,926.0,D
710.0,927.0,D
711.0,928.0,D
712.0,929.0,D
713.0,930.0,D
714.0,932.0,D
715.0,934.0,D
716.0,935.0,D
717.0,937.0,D
718.0,938.0,D
719.0,939.0,D
720.0,942.0,D
721.0,943.0,D
722.0,946.0,D
723.0,947.0,D
724.0,948.0,D
725.0,949.0,D
726.0,950.0,D
727.0,951.0,D
728.0,953.0,D
729.0,954.0,D
730.0,955.0,D
731.0,956.0,D
732.0,959.0,D
733.0,960.0,D
734.0,961.0,D
735.0,963.0,D
736.0,964.0,D
737.0,966.0,D
738.0,967.0,D
739.0,968.0,D
740.0,969.0,D
741.0,970.0,D
742.0,972.0,D
743.0,973.0,D
744.0,974.0,D
745.0,976.0,D
746.0,977.0,D
747.0,978.0,D
748.0,979.0,D
749.0,980.0,D
750.0,981.0,D
751.0,983.0,D
752.0,984.0,D
753.0,985.0,D
754.0,986.0,D
755.0,987.0,D
756.0,989.0,D
757.0,990.0,D
758.0,991.0,D
759.0,992.0,D
760.0,993.0,D
761.0,994.0,D
762.0,995.0,D
763.0,996.0,D
764.0,997.0,D
765.0,998.0,D
766.0,999.0,D
767.0,1000.0,D
768.0,1001.0,D
769.0,1003.0,D
770.0,1006.0,D
771.0,1008.0,D
772.0,1010.0,D
773.0,1011.0,D
774.0,1013.0,D
775.0,1014.0,D
776.0,1015.0,D
777.0,1016.0,D
778.0,1017.0,D
779.0,1018.0,D
780.0,1019.0,D
781.0,1020.0,D
782.0,1021.0,D
783.0,1022.0,D
784.0,1023.0,D
785.0,1024.0,D
786.0,1025.0,D
787.0,1028.0,D
788.0,1029.0,D
789.0,1030.0,D
790.0,1033.0,D
791.0,1034.0,D
792.0,1035.0,D
793.0,1039.0,D
794.0,1040.0,D
795.0,1041.0,D
796.0,1043.0,D
797.0,1046.0,D
798.0,1049.0,D
799.0,1051.0,D
800.0,1052.0,D
801.0,1054.0,D
802.0,1055.0,D
803.0,1056.0,D
804.0,1057.0,D
805.0,1058.0,D
806.0,1061.0,D
807.0,1062.0,D
808.0,1063.0,D
809.0,1064.0,D
810.0,1065.0,D
811.0,1067.0,D
812.0,1068.0,D
813.0,1069.0,D
814.0,1070.0,D
815.0,1071.0,D
816.0,1072.0,D
817.0,1073.0,D
818.0,1074.0,D
819.0,1075.0,D
820.0,1077.0,D
821.0,1078.0,D
822.0,1080.0,D
823.0,1081.0,D
824.0,1082.0,D
825.0,1084.0,D
826.0,1085.0,D
827.0,1086.0,D
828.0,1087.0,D
829.0,1088.0,D
830.0,1089.0,D
831.0,1090.0,D
832.0,1091.0,D
833.0,1093.0,D
834.0,1096.0,D
835.0,1097.0,D
836.0,1099.0,D
837.0,1101.0,D
838.0,1102.0,D
839.0,1103.0,D
840.0,1105.0,D
841.0,1106.0,D
842.0,1107.0,D
843.0,1108.0,D
844.0,1109.0,D
845.0,1110.0,D
846.0,1111.0,D
847.0,1112.0,D
848.0,1113.0,D
849.0,1114.0,D
850.0,1115.0,D
851.0,1117.0,D
852.0,1118.0,D
853.0,1119.0,D
854.0,1120.0,D
855.0,1123.0,D
856.0,1124.0,D
857.0,1125.0,D
858.0,1126.0,D
859.0,1128.0,D
860.0,1129.0,D
861.0,1130.0,D
862.0,1131.0,D
863.0,1132.0,D
864.0,1133.0,D
865.0,1134.0,D
866.0,1135.0,D
867.0,1137.0,D
868.0,1138.0,D
869.0,1139.0,D
870.0,1140.0,D
871.0,1142.0,D
872.0,1144.0,D
873.0,1146.0,D
874.0,1147.0,D
875.0,1148.0,D
876.0,1150.0,D
877.0,1152.0,D
878.0,1154.0,D
879.0,1155.0,D
880.0,1156.0,D
881.0,1157.0,D
882.0,1159.0,D
883.0,1160.0,D
884.0,1161.0,D
885.0,1163.0,D
886.0,1165.0,D
887.0,1166.0,D
888.0,1167.0,D
889.0,1169.0,D
890.0,1170.0,D
891.0,1173.0,D
892.0,1174.0,D
893.0,1176.0,D
894.0,1177.0,D
895.0,1178.0,D
896.0,1180.0,D
897.0,1181.0,D
898.0,1182.0,D
899.0,1184.0,D
900.0,1185.0,D
901.0,1186.0,D
902.0,1187.0,D
903.0,1189.0,D
904.0,1190.0,D
905.0,1191.0,D
906.0,1192.0,D
907.0,1193.0,D
908.0,1194.0,D
909.0,1195.0,D
910.0,1197.0,D
911.0,1198.0,D
912.0,1199.0,D
913.0,1200.0,D
914.0,1203.0,D
915.0,1207.0,D
916.0,1208.0,D
917.0,1209.0,D
918.0,1210.0,D
919.0,1211.0,D
920.0,1213.0,D
921.0,1215.0,D
922.0,1217.0,D
923.0,1218.0,D
924.0,1220.0,D
925.0,1222.0,D
926.0,1224.0,D
927.0,1225.0,D
928.0,1226.0,D
929.0,1227.0,D
930.0,1229.0,D
931.0,1230.0,D
932.0,1233.0,D
933.0,1234.0,D
934.0,1235.0,D
935.0,1238.0,D
936.0,1239.0,D
937.0,1240.0,D
938.0,1241.0,D
939.0,1242.0,D
940.0,1243.0,D
941.0,1244.0,D
942.0,1246.0,D
943.0,1247.0,D
944.0,1248.0,D
945.0,1249.0,D
946.0,1254.0,D
947.0,1255.0,D
948.0,1256.0,D
949.0,1257.0,D
950.0,1258.0,D
951.0,1260.0,D
952.0,1261.0,D
953.0,1262.0,D
954.0,1263.0,D
955.0,1264.0,D
956.0,1265.0,D
957.0,1266.0,D
958.0,1267.0,D
959.0,1268.0,D
960.0,1270.0,D
961.0,1271.0,D
962.0,1273.0,D
963.0,1274.0,D
964.0,1276.0,D
965.0,1278.0,D
966.0,1279.0,D
967.0,1280.0,D
968.0,1281.0,D
969.0,1282.0,D
970.0,1283.0,D
971.0,1284.0,D
972.0,1285.0,D
973.0,1286.0,D
974.0,1287.0,D
975.0,1289.0,D
976.0,1290.0,D
977.0,1292.0,D
978.0,1293.0,D
979.0,1294.0,D
980.0,1295.0,D
981.0,1296.0,D
982.0,1298.0,D
983.0,1299.0,D
984.0,1301.0,D
985.0,1302.0,D
986.0,1303.0,D
987.0,1305.0,D
988.0,1306.0,D
989.0,1307.0,D
990.0,1308.0,D
991.0,1309.0,D
992.0,1310.0,D
993.0,1311.0,D
994.0,1312.0,D
995.0,1313.0,D
996.0,1314.0,D
997.0,1315.0,D
998.0,1316.0,D
999.0,1317.0,D
1000.0,1318.0,D
1001.0,1319.0,D
1002.0,1321.0,D
1003.0,1323.0,D
1004.0,1324.0,D
1005.0,1325.0,D
1006.0,1326.0,D
1007.0,1327.0,D
1008.0,1328.0,D
1009.0,1329.0,D
1010.0,1331.0,D
1011.0,1333.0,D
1012.0,1334.0,D
1013.0,1335.0,D
1014.0,1336.0,D
1015.0,1337.0,D
1016.0,1338.0,D
1017.0,1339.0,D
1018.0,1341.0,D
1019.0,1342.0,D
1020.0,1343.0,D
1021.0,1345.0,D
1022.0,1346.0,D
1023.0,1347.0,D
1024.0,1348.0,D
1025.0,1349.0,D
1026.0,1350.0,D
1027.0,1351.0,D
1028.0,1352.0,D
1029.0,1353.0,D
1030.0,1354.0,D
1031.0,1357.0,D
1032.0,1358.0,D
1033.0,1359.0,D
1034.0,1360.0,D
1035.0,1361.0,D
1036.0,1362.0,D
1037.0,1363.0,D
1038.0,1365.0,D
1039.0,1366.0,D
1040.0,1367.0,D
1041.0,1369.0,D
1042.0,1370.0,D
1043.0,1371.0,D
1044.0,1372.0,D
1045.0,1374.0,D
1046.0,1376.0,D
1047.0,1377.0,D
1048.0,1379.0,D
1049.0,1381.0,D
1050.0,1382.0,D
1051.0,1383.0,D
1052.0,1384.0,D
1053.0,1385.0,D
1054.0,1386.0,D
1055.0,1387.0,D
1056.0,1388.0,D
1057.0,1390.0,D
1058.0,1392.0,D
1059.0,1393.0,D
1060.0,1394.0,D
1061.0,1396.0,D
1062.0,1399.0,D
1063.0,1400.0,D
1064.0,1401.0,D
1065.0,1402.0,D
1066.0,1403.0,D
1067.0,1404.0,D
1068.0,1405.0,D
1069.0,1407.0,D
1070.0,1408.0,D
1071.0,1409.0,D
1072.0,1410.0,D
1073.0,1413.0,D
1074.0,1415.0,D
1075.0,1416.0,D
1076.0,1417.0,D
1077.0,1418.0,D
1078.0,1419.0,D
1079.0,1420.0,D
1080.0,1421.0,D
1081.0,1423.0,D
1082.0,1426.0,D
1083.0,1428.0,D
1084.0,1429.0,D
1085.0,1430.0,D
1086.0,1431.0,D
1087.0,1432.0,D
1088.0,1433.0,D
1089.0,1434.0,D
1090.0,1435.0,D
1091.0,1437.0,D
1092.0,1438.0,D
1093.0,1439.0,D
1094.0,1440.0,D
1095.0,1441.0,D
1096.0,1442.0,D
1097.0,1443.0,D
1098.0,1444.0,D
1099.0,1445.0,D
1100.0,1446.0,D
1101.0,1447.0,D
1102.0,1448.0,D
1103.0,1449.0,D
1104.0,1450.0,D
1105.0,1452.0,D
1106.0,1453.0,D
1107.0,1457.0,D
1108.0,1458.0,D
1109.0,1459.0,D
1110.0,1460.0,D
1111.0,1461.0,D
1112.0,1463.0,D
1113.0,1466.0,D
1114.0,1467.0,D
1115.0,1469.0,D
1116.0,1470.0,D
1117.0,1472.0,D
1118.0,1473.0,D
1119.0,1474.0,D
1120.0,1475.0,D
1121.0,1476.0,D
1122.0,1477.0,D
1123.0,1479.0,D
1124.0,1480.0,D
1125.0,1482.0,D
1126.0,1483.0,D
1127.0,1484.0,D
1128.0,1485.0,D
1129.0,1486.0,D
1130.0,1487.0,D
1131.0,1488.0,D
1132.0,1490.0,D
1133.0,1493.0,D
1134.0,1494.0,D
1135.0,1495.0,D
1136.0,1496.0,D
1137.0,1497.0,D
1138.0,1498.0,D
1139.0,1499.0,D
1140.0,1500.0,D
1141.0,1503.0,D
1142.0,1504.0,D
1143.0,1505.0,D
1144.0,1507.0,D
1145.0,1508.0,D
1146.0,1509.0,D
1147.0,1510.0,D
1148.0,1512.0,D
1149.0,1514.0,D
1150.0,1515.0,D
1151.0,1518.0,D
1152.0,1519.0,D
1153.0,1520.0,D
1154.0,1521.0,D
1155.0,1522.0,D
1156.0,1524.0,D
1157.0,1525.0,D
1158.0,1526.0,D
1159.0,1527.0,D
1160.0,1528.0,D
1161.0,1531.0,D
1162.0,1532.0,D
1163.0,1533.0,D
1164.0,1534.0,D
1165.0,1536.0,D
1166.0,1537.0,D
1167.0,1539.0,D
1168.0,1540.0,D
1169.0,1541.0,D
1170.0,1543.0,D
1171.0,1544.0,D
1172.0,1546.0,D
1173.0,1549.0,D
1174.0,1550.0,D
1175.0,1551.0,D
1176.0,1552.0,D
1177.0,1553.0,D
1178.0,1555.0,D
1179.0,1556.0,D
1180.0,1560.0,D
1181.0,1563.0,D
1182.0,1564.0,D
1183.0,1565.0,D
1184.0,1566.0,D
1185.0,1567.0,D
1186.0,1568.0,D
1187.0,1569.0,D
1188.0,1570.0,D
1189.0,1571.0,D
1190.0,1572.0,D
1191.0,1573.0,D
1192.0,1575.0,D
1193.0,1576.0,D
1194.0,1577.0,D
1195.0,1580.0,D
1196.0,1581.0,D
1197.0,1582.0,D
1198.0,1583.0,D
1199.0,1584.0,D
1200.0,1585.0,D
1201.0,1586.0,D
1202.0,1587.0,D
1203.0,1588.0,D
1204.0,1589.0,D
1205.0,1590.0,D
1206.0,1591.0,D
1207.0,1593.0,D
1208.0,1594.0,D
1209.0,1597.0,D
1210.0,1598.0,D
1211.0,1600.0,D
1212.0,1602.0,D
1213.0,1603.0,D
1214.0,1604.0,D
1215.0,1606.0,D
1216.0,1607.0,D
1217.0,1609.0,D
1218.0,1610.0,D
1219.0,1611.0,D
1220.0,1612.0,D
1221.0,1615.0,D
1222.0,1616.0,D
1223.0,1617.0,D
1224.0,1618.0,D
1225.0,1619.0,D
1226.0,1620.0,D
1227.0,1621.0,D
1228.0,1622.0,D
1229.0,1623.0,D
1230.0,1624.0,D
1231.0,1625.0,D
1232.0,1626.0,D
1233.0,1627.0,D
1234.0,1628.0,D
1235.0,1629.0,D
1236.0,1631.0,D
1237.0,1632.0,D
1238.0,1633.0,D
1239.0,1634.0,D
1240.0,1635.0,D
1241.0,1637.0,D
1242.0,1639.0,D
1243.0,1640.0,D
1244.0,1641.0,D
1245.0,1642.0,D
1246.0,1643.0,D
1247.0,1644.0,D
1248.0,1645.0,D
1249.0,1647.0,D
1250.0,1649.0,D
1251.0,1650.0,D
1252.0,1653.0,D
1253.0,1654.0,D
1254.0,1656.0,D
1255.0,1657.0,D
1256.0,1658.0,D
1257.0,1659.0,D
1258.0,1660.0,D
1259.0,1661.0,D
1260.0,1664.0,D
1261.0,1666.0,D
1262.0,1667.0,D
1263.0,1670.0,D
1264.0,1671.0,D
1265.0,1672.0,D
1266.0,1673.0,D
1267.0,1674.0,D
1268.0,1675.0,D
1269.0,1676.0,D
1270.0,1677.0,D
1271.0,1678.0,D
1272.0,1679.0,D
1273.0,1680.0,D
1274.0,1681.0,D
1275.0,1682.0,D
1276.0,1683.0,D
1277.0,1684.0,D
1278.0,1685.0,D
1279.0,1686.0,D
1280.0,1688.0,D
1281.0,1691.0,D
1282.0,1693.0,D
1283.0,1694.0,D
1284.0,1695.0,D
1285.0,1696.0,D
1286.0,1697.0,D
1287.0,1698.0,D
1288.0,1699.0,D
1289.0,1700.0,D
1290.0,1702.0,D
1291.0,1703.0,D
1292.0,1705.0,D
1293.0,1706.0,D
1294.0,1707.0,D
1295.0,1708.0,D
1296.0,1709.0,D
1297.0,1710.0,D
1298.0,1712.0,D
1299.0,1713.0,D
1300.0,1715.0,D
1301.0,1716.0,D
1302.0,1717.0,D
1303.0,1718.0,D
1304.0,1719.0,D
1305.0,1720.0,D
1306.0,1721.0,D
1307.0,1725.0,D
1308.0,1727.0,D
1309.0,1728.0,D
